"id_global","id_PGJ","id_SSC","id_C5","fecha_incidente","hora_incidente","calle","colonia","alcaldia","lat","lon","delito_pgj","categoria_delito_pgj","fiscalia","agencia","unidad_investigacion","no_folio_ssc","tipo_evento_ssc","tipo_interseccion","zona_ssc","cuadrante_ssc","sector_ssc","reporte_ssc","tipo_vehiculo_1","tipo_vehiculo_2","tipo_vehiculo_3","tipo_vehiculo_4","marca_vehiculo_1","marca_vehiculo_2","marca_vehiculo_3","marca_vehiculo_4","ruta_transporte_publico","matricula_1","matricula_2","matricula_3","matricula_4","condicion","lesiones","edad_occiso","edad_lesionado","total_occisos","total_lesionados","identidad","unidad_medica_de_apoyo","matricula_unidad_medica","lugar_del_deceso","trasladados_lesionado","hospital","observaciones_ssc","codigo_cierre_c5","incidente_c4","clas_con_f_alarma_c5","tipo_entrada_c5"
62,18939,3711,"C5/180420/10424","20/04/2018","22:45:18","RIO CHURUBUSCO","SINATEL","IZTAPALAPA",19.3606065392743,-99.130299475162,"HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (ATROPELLADO)","DELITO DE BAJO IMPACTO","INVESTIGACIÓN EN IZTAPALAPA","IZP-4","UI-3SD","461908","ATROPELLADO","T",3,"SD","CHURUBUSCO","CHURUBUSCO","AUTOMOVIL",NA,NA,NA,"SD",NA,NA,NA,NA,"SD",NA,NA,NA,"OCCISO","OCCISO","77",NA,1,0,"PEATON","CCO","1","EN EL LUGAR DE LOS HECHOS",0,NA,NA,"(A) La unidad de atención a emergencias fue despachada, llegó al lugar de los hechos y confirmó la emergencia reportada","cadáver-accidente automovilístico","EMERGENCIA","LLAMADA DEL 911"
63,19396,4352,"C5/180513/00830","13/05/2018","01:26:30","CHICLE","GRANJAS MÉXICO","IZTACALCO",19.4027725156049,-99.1075556269663,"HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (COLISION)","DELITO DE BAJO IMPACTO","INVESTIGACIÓN EN IZTACALCO","IZC-2","UI-1SD","493232","DERRAPADO","CRUZ",1,"N-3.3.1","TLACOTAL","TLACOTAL","MOTOCICLETA",NA,NA,NA,"VANCE HINES",NA,NA,NA,NA,"9D2AE",NA,NA,NA,"OCCISO","OCCISO","25",NA,1,0,"MOTOCICLISTA","CCO","1132","EN EL LUGAR DE LOS HECHOS",0,NA,NA,"(A) La unidad de atención a emergencias fue despachada, llegó al lugar de los hechos y confirmó la emergencia reportada","cadáver-accidente automovilístico","EMERGENCIA","LLAMADA DEL 911"
64,19515,4468,"C5/180517/08384","17/05/2018","20:03:26","CALLE TIERRA NEGRA","TIERRA NUEVA","AZCAPOTZALCO",19.4986915728909,-99.1994703984027,"HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (COLISION)","DELITO DE BAJO IMPACTO","INVESTIGACIÓN EN AZCAPOTZALCO","AZ-2","UI-3CD","499814","CHOQUE","CRUZ",5,"SD","HORMIGA","HORMIGA","MOTOCICLETA","AUTOMOVIL",NA,NA,"YAMAHA","NISSAN",NA,NA,NA,"7P1AJ","MAF1954",NA,NA,"OCCISO","OCCISO","18","26",1,1,"MOTOCICLISTA","CCO","19","EN EL LUGAR DE LOS HECHOS",1,"SD",NA,"(A) La unidad de atención a emergencias fue despachada, llegó al lugar de los hechos y confirmó la emergencia reportada","cadáver-accidente automovilístico","EMERGENCIA","LLAMADA DEL 911"
65,19550,4521,"C5/180519/02167","19/05/2018","04:03:41","CALZADA DE LA VIRGEN Y CALZADA DE TLALPAN","AVANTE","COYOACAN",19.3322987181616,-99.1406543143337,"HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (CAIDA)","DELITO DE BAJO IMPACTO","INVESTIGACIÓN EN COYOACÁN","COY-3","UI-1CD","501478","CHOQUE","T",4,"SD","TAXQUEÑA","TAXQUEÑA","MOTOCICLETA","AUTOMOVIL",NA,NA,"YAMAHA","SD",NA,NA,NA,"2B2BX","J42ADC",NA,NA,"OCCISO","OCCISO CX BRAZO DER","23",NA,1,0,"MOTOCICLISTA","CRUZ ROJA/CCO","DF17","EN EL LUGAR DE LOS HECHOS",0,NA,NA,"(A) La unidad de atención a emergencias fue despachada, llegó al lugar de los hechos y confirmó la emergencia reportada","cadáver-accidente automovilístico","EMERGENCIA","LLAMADA DEL 911"
66,19615,4630,"C5/180522/00639","22/05/2018","04:02:37","EJE CENTRAL LAZARO CARDENAS","OBRERA","CUAUHTEMOC",19.4103772793623,-99.1440544939353,"HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (ATROPELLADO)","DELITO DE BAJO IMPACTO","INVESTIGACIÓN EN CUAUHTEMOC","CUH-8","UI-1SD","505504","ATROPELLADO","CRUZ",2,"C-2.1.8 ","ASTURIAS","ASTURIAS","SD",NA,NA,NA,"SD",NA,NA,NA,NA,"SD",NA,NA,NA,"OCCISO","SD","40",NA,1,0,"PEATON","ERUM/CCO","21","EN EL LUGAR DE LOS HECHOS",0,NA,NA,"(A) La unidad de atención a emergencias fue despachada, llegó al lugar de los hechos y confirmó la emergencia reportada","cadáver-atropellado","EMERGENCIA","LLAMADA DEL 911"
67,19669,4693,"C5/180524/05885","24/05/2018","15:33:56","EJE 1 PTE. (AV. CUAUHTEMOC)","ROMA NORTE","CUAUHTEMOC",19.4128703144896,-99.154770243442,"HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (ATROPELLADO)","DELITO DE BAJO IMPACTO","INVESTIGACIÓN EN CUAUHTEMOC","CUH-2","UI-1CD","508985","ATROPELLADO","CRUZ",2,"C-2.4.11","ROMA","ROMA","CAMION DE CARGA",NA,NA,NA,"FREIGHTLINER",NA,NA,NA,NA,"58AC8V",NA,NA,NA,"OCCISO","OCCISO","40",NA,1,0,"PEATON","CCO","47","EN EL LUGAR DE LOS HECHOS",0,NA,"SD","(A) La unidad de atención a emergencias fue despachada, llegó al lugar de los hechos y confirmó la emergencia reportada","cadáver-atropellado","EMERGENCIA","LLAMADA DEL 911"
68,19740,4845,"C5/180527/03484","27/05/2018","07:22:28","AVENIDA  TLAHUAC   SIN NUMERO","SANTIAGO SUR","TLAHUAC",19.2967529010853,-99.0333561205793,"HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (COLISION)","DELITO DE BAJO IMPACTO","INVESTIGACIÓN EN TLAHUAC","TLH-1","UI-1SD","514282","DERRAPADO","T",3,"SD","ZAPOTITLA","ZAPOTITLA","MOTOCICLETA",NA,NA,NA,"ITALIKA",NA,NA,NA,NA,"3A6EG",NA,NA,NA,"OCCISO","TCE","SD",NA,1,0,"MOTOCICLISTA","CCO","2","EN EL LUGAR DE LOS HECHOS",0,NA,NA,"(A) La unidad de atención a emergencias fue despachada, llegó al lugar de los hechos y confirmó la emergencia reportada","cadáver-accidente automovilístico","EMERGENCIA","LLAMADA APP911"
69,20128,5425,"C5/180613/05459","13/06/2018","15:32:08","TEKAL","JARDINES DEL AJUSCO","TLALPAN",19.2839029290128,-99.217288861474,"HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (ATROPELLADO)","DELITO DE BAJO IMPACTO","INVESTIGACIÓN EN TLALPAN","TLP-4","UI-3CD","539805","ATROPELLADO","CRUZ",4,"SD","PANTITLAN","PANTITLAN","AUTOBUS DE PASAJEROS",NA,NA,NA,"SD",NA,NA,NA,"40","400020",NA,NA,NA,"OCCISO","OCCISO","68",NA,1,0,"PEATON","CRUZ ROJA/CCO","12","EN EL LUGAR DE LOS HECHOS",0,NA,NA,"(A) La unidad de atención a emergencias fue despachada, llegó al lugar de los hechos y confirmó la emergencia reportada","cadáver-atropellado","EMERGENCIA","LLAMADA DEL 911"
70,20308,5893,"C5/180623/06453","23/06/2018","15:15:00","CUITLAHUAC","SANTA CRUZ MEYEHUALCO","IZTAPALAPA",19.3430147562192,-99.0405355782561,"HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (ATROPELLADO)","DELITO DE BAJO IMPACTO","INVESTIGACIÓN EN IZTAPALAPA","IZP-6","UI-1CD","557119","ATROPELLADO","T",3,"O-2.2.3","QUETZAL","QUETZAL","AUTOBUS DE PASAJEROS",NA,NA,NA,"INTERNATIONAL",NA,NA,NA,"37","370043",NA,NA,NA,"OCCISO","OCCISO","SD",NA,1,0,"PEATON","ERUM/CCO","MX063G2","EN EL LUGAR DE LOS HECHOS",0,NA,NA,"(A) La unidad de atención a emergencias fue despachada, llegó al lugar de los hechos y confirmó la emergencia reportada","cadáver-atropellado","EMERGENCIA","LLAMADA DEL 911"
71,20515,6487,"C5/180704/00113","04/07/2018","00:16:16","EJE 3","GRANJAS DE SAN ANTONIO","IZTAPALAPA",19.3648240088022,-99.1094038474826,"HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (ATROPELLADO)","DELITO DE BAJO IMPACTO","INVESTIGACIÓN EN IZTAPALAPA","IZP-2","UI-1SD","574468","ATROPELLADO","T",3,"O-1.3.5","GRANJAS","GRANJAS","SD",NA,NA,NA,"SD",NA,NA,NA,NA,"SD",NA,NA,NA,"OCCISO","OCCISO POR POLITRAUMATISMO","SD",NA,1,0,"PEATON","CCO","384","EN EL LUGAR DE LOS HECHOS",0,NA,NA,"(A) La unidad de atención a emergencias fue despachada, llegó al lugar de los hechos y confirmó la emergencia reportada","cadáver-atropellado","EMERGENCIA","LLAMADA DEL 911"
72,20534,6587,"C5/180705/01145","05/07/2018","06:21:22","NORTE 35","INDUSTRIAL VALLEJO","AZCAPOTZALCO",19.4908096614066,-99.1549349832102,"HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (ATROPELLADO)","DELITO DE BAJO IMPACTO","INVESTIGACIÓN EN AZCAPOTZALCO","AZ-2","UI-1CD","576263","CHOQUE","CRUZ",1,"P-2.4.2 ","LA RAZA","LA RAZA","AUTOBUS DE PASAJEROS","AUTOBUS DE PASAJEROS",NA,NA,"MERCEDES BENZ","MERCEDES BENZ",NA,NA,"88","540TK021","908TL02",NA,NA,"OCCISO","DECESO POR POLITRAUMATISMO","81",NA,1,0,"PEATON","ERUM/CCO","MX005G2","EN EL LUGAR DE LOS HECHOS",0,NA,NA,"(A) La unidad de atención a emergencias fue despachada, llegó al lugar de los hechos y confirmó la emergencia reportada","cadáver-atropellado","EMERGENCIA","LLAMADA DEL 911"
73,20581,6688,"C5/180707/00258","07/07/2018","00:25:02","ANILLO DE CIRCUNVALACION","CENTRO","CUAUHTEMOC",19.4243733439082,-99.125759298603,"HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (ATROPELLADO)","DELITO DE BAJO IMPACTO","INVESTIGACIÓN EN CUAUHTEMOC","CUH-4","UI-2SD","579421","ATROPELLADO","T",2,"SD","MERCED BALBUENA","MERCED BALBUENA","AUTOMOVIL",NA,NA,NA,"SD",NA,NA,NA,NA,"SD",NA,NA,NA,"OCCISO","DECESO AL INSTANTE","35",NA,1,0,"PEATON","ERUM/CCO","30 MX010G2","EN EL LUGAR DE LOS HECHOS",0,NA,NA,"(A) La unidad de atención a emergencias fue despachada, llegó al lugar de los hechos y confirmó la emergencia reportada","cadáver-atropellado","EMERGENCIA","LLAMADA DEL 911"
74,20690,7036,"C5/180713/07078","13/07/2018","18:05:40","SAN RAFAEL ATLIXCO","LA ESTACIÓN","TLAHUAC",19.3105875958559,-99.0448610941859,"HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (ATROPELLADO)","DELITO DE BAJO IMPACTO","INVESTIGACIÓN EN TLAHUAC","TLH-1","UI-3CD","590173","ATROPELLADO","T",3,"O-3.4.2","ZAPOTITLA","ZAPOTITLA","AUTOBUS DE PASAJEROS",NA,NA,NA,"MERCEDES BENZ",NA,NA,NA,"14","140131",NA,NA,NA,"OCCISO","OCCISO","59",NA,1,0,"PEATON","CCO","2","EN EL LUGAR DE LOS HECHOS",0,NA,NA,"(A) La unidad de atención a emergencias fue despachada, llegó al lugar de los hechos y confirmó la emergencia reportada","cadáver-atropellado","EMERGENCIA","LLAMADA DEL 911"
75,20721,7139,"C5/180715/01133","15/07/2018","01:57:52","CALZADA SAN JUAN DE ARAGON","SAN JUAN DE ARAGÓN","GUSTAVO A MADERO",19.4683069175661,-99.0838443681447,"HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (COLISION)","DELITO DE BAJO IMPACTO","INVESTIGACIÓN EN GUSTAVO A. MADERO","GAM-5","UI-1CD","592402","CHOQUE","T",1,"N-2.1.1","ARAGON","ARAGON","AUTOMOVIL","CAMION DE CARGA",NA,NA,"HONDA","KENWORTH",NA,NA,NA,"G83AWY","37Q400",NA,NA,"OCCISO","SIN SIGNOS VITALES","30 35",NA,2,0,"PASAJERO","CCO","MX043G2 45CR","EN EL LUGAR DE LOS HECHOS",0,NA,"SD","(A) La unidad de atención a emergencias fue despachada, llegó al lugar de los hechos y confirmó la emergencia reportada","cadáver-accidente automovilístico","EMERGENCIA","LLAMADA DEL 911"
76,20816,7399,"C5/180720/01529","20/07/2018","06:37:54","JAVIER ROJO GOMEZ","SAN MIGUEL","IZTAPALAPA",19.361043219233,-99.0841748785459,"HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (ATROPELLADO)","DELITO DE BAJO IMPACTO","INVESTIGACIÓN EN IZTAPALAPA","IZP-4","UI-3SD","600817","ATROPELLADO","RAMAS MULTIPLES",3,"O-1.4.1","REFORMA","REFORMA","AUTOBUS DE PASAJEROS",NA,NA,NA,"SD",NA,NA,NA,"SD","SD",NA,NA,NA,"OCCISO","OCCISO","50",NA,1,0,"PEATON","ERUM/CCO","MX043G2","EN EL LUGAR DE LOS HECHOS",0,NA,NA,"(A) La unidad de atención a emergencias fue despachada, llegó al lugar de los hechos y confirmó la emergencia reportada","cadáver-atropellado","EMERGENCIA","LLAMADA DEL 911"
77,20836,7425,"C5/180720/09344","20/07/2018","21:40:04","AV. VASCO DE QUIROGA ESQUINA MARIO PANI","LOMAS DE SANTA FE","CUAJIMALPA DE MORELOS",19.3614500456325,-99.2779447028201,"HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (ATROPELLADO)","DELITO DE BAJO IMPACTO","INVESTIGACIÓN EN CUAJIMALPA","CJ-2","UI-1CD","602174","ATROPELLADO","T",5,"P-1.7.3","EL YAQUI","EL YAQUI","AUTOMOVIL",NA,NA,NA,"MINI COOPER",NA,NA,NA,NA,"W40AHP",NA,NA,NA,"OCCISO","OCCISO","24",NA,1,0,"PEATON","CCO","MX008G2","EN EL LUGAR DE LOS HECHOS",0,NA,NA,"(A) La unidad de atención a emergencias fue despachada, llegó al lugar de los hechos y confirmó la emergencia reportada","cadáver-atropellado","EMERGENCIA","LLAMADA DEL 911"
78,20883,7584,"C5/180722/10812","22/07/2018","21:26:20","CALZADA IGNACIO ZARAGOZA","FEDERAL","VENUSTIANO CARRANZA",19.4167172061141,-99.0900738384689,"HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (COLISION)","DELITO DE BAJO IMPACTO","INVESTIGACIÓN EN VENUSTIANO CARRANZA","VC-3","UI-3CD","605767","CHOQUE","T",1,"SD","ZARAGOZA","ZARAGOZA","MOTOCICLETA","AUTOMOVIL","AUTOMOVIL",NA,"YAMAHA","PEUGEOT","MAZDA",NA,NA," 4P5KB","664YLZ","405XFW",NA,"OCCISO","MUERTE SUBITA","26","31",1,1,"PASAJERO","CCO","MX038G2","EN EL LUGAR DE LOS HECHOS",1,"SD",NA,"(A) La unidad de atención a emergencias fue despachada, llegó al lugar de los hechos y confirmó la emergencia reportada","cadáver-accidente automovilístico","EMERGENCIA","LLAMADA DEL 911"
79,21102,8219,"C5/180802/02790","02/08/2018","10:41:03","AVENIDA BORDO DE XOCHIACA","ALAMEDA ORIENTE","VENUSTIANO CARRANZA",19.4308575982749,-99.0538454520754,"HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (COLISION)","DELITO DE BAJO IMPACTO","INVESTIGACIÓN EN VENUSTIANO CARRANZA","VC-3","UI-2CD","625955","CHOQUE","T",1,"N-4.2.1","ARENAL","ARENAL","MICROBUS","MOTOCICLETA",NA,NA,"CHEVROLET","ITALIKA",NA,NA,"SD","6GB5","J92LR",NA,NA,"OCCISO","TCE SEVERO","SD",NA,1,0,"MOTOCICLISTA","CCO","383","EN EL LUGAR DE LOS HECHOS",0,NA,NA,"(A) La unidad de atención a emergencias fue despachada, llegó al lugar de los hechos y confirmó la emergencia reportada","cadáver-accidente automovilístico","EMERGENCIA","LLAMADA DEL 911"
80,21261,8680,"C5/180809/00918","09/08/2018","05:49:00","INGENIEROS MILITARES","SAN LORENZO TLALTENANGO","MIGUEL HIDALGO",19.4674929132391,-99.2078846418177,"HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (COLISION)","DELITO DE BAJO IMPACTO","INVESTIGACIÓN EN MIGUEL HIDALGO","MH-1","UI-1SD","638814","CHOQUE","T",5,"P-3.4.1","TACUBA","TACUBA","MOTOCICLETA","CAMION DE CARGA",NA,NA,"PULSAR","SD ",NA,NA,NA,"NS200","SD",NA,NA,"OCCISO","TCE","30",NA,1,0,"MOTOCICLISTA","CCO","A186AB","EN EL LUGAR DE LOS HECHOS",0,NA,"SD","(A) La unidad de atención a emergencias fue despachada, llegó al lugar de los hechos y confirmó la emergencia reportada","cadáver-accidente automovilístico","EMERGENCIA","LLAMADA DEL 911"
81,21279,8671,"C5/180809/08445","09/08/2018","21:31:00","TEPEACA","PUNTA DE CEHUAYA","ALVARO OBREGON",19.3584136460038,-99.2414962004049,"HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (ATROPELLADO)","DELITO DE BAJO IMPACTO","INVESTIGACIÓN EN ÁLVARO OBREGÓN","AO-2","UI-3SD","640242","ATROPELLADO","T",5,"SD","SANTA FE","SANTA FE","SD",NA,NA,NA,"SD",NA,NA,NA,NA,"SD",NA,NA,NA,"OCCISO","POLICONTUNDIDO DECESO POLITRAUMATIZADO","50","26",1,1,"PEATON","PM/ERUM","MX026G2","EN EL LUGAR DE LOS HECHOS",1,"SD",NA,"(A) La unidad de atención a emergencias fue despachada, llegó al lugar de los hechos y confirmó la emergencia reportada","cadáver-atropellado","EMERGENCIA","LLAMADA DEL 911"
82,21397,8924,"C5/180814/09241","14/08/2018","21:21:00","PROLONGACION LA HERRERIA","SAN ANDRÉS TOTOLTEPEC","TLALPAN",19.2571222994721,-99.1642705001862,"HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (ATROPELLADO)","DELITO DE BAJO IMPACTO","INVESTIGACIÓN EN TLALPAN","TLP-3","UI-2CD","649512","ATROPELLADO","T",4,"S-3.5.13","TOPILEJO","TOPILEJO","SD",NA,NA,NA,"SD",NA,NA,NA,NA,"SD",NA,NA,NA,"OCCISO","TRAUMA ETIOLOGIA A DETERMINAR","74",NA,1,0,"PEATON","CCO","MX059G2","EN EL LUGAR DE LOS HECHOS",0,NA,NA,"(A) La unidad de atención a emergencias fue despachada, llegó al lugar de los hechos y confirmó la emergencia reportada","cadáver-atropellado","EMERGENCIA","LLAMADA APP911"
83,21411,9007,"C5/180815/09214","15/08/2018","20:35:00","AVENIDA EDUARDO MOLINA","FERROCARRILERA","GUSTAVO A MADERO",19.4792487123289,-99.0974778091517,"HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (ATROPELLADO)","DELITO DE BAJO IMPACTO","INVESTIGACIÓN EN GUSTAVO A. MADERO","GAM-2","UI-3CD","651347","CHOQUE","T",1,"SD","PRADERA","PRADERA","CAMION DE CARGA","MOTOCICLETA",NA,NA,"FREIGHTLINER","HONDA",NA,NA,NA,"53AH6L","G22UP",NA,NA,"OCCISO","OCCISO","SD",NA,1,0,"MOTOCICLISTA","CCO","393","EN EL LUGAR DE LOS HECHOS",0,NA,"SD","(A) La unidad de atención a emergencias fue despachada, llegó al lugar de los hechos y confirmó la emergencia reportada","cadáver-atropellado","EMERGENCIA","LLAMADA DEL 911"
84,21417,9022,"C5/180816/01728","16/08/2018","05:01:00","RIBERA DE SAN COSME","SANTA MARIA LA RIBERA","CUAUHTEMOC",19.4414655973269,-99.1594739290828,"HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (ATROPELLADO)","DELITO DE BAJO IMPACTO","INVESTIGACIÓN EN CUAUHTEMOC","CUH-2","UI-3CD","651860","ATROPELLADO","CRUZ",2,"SD","BUENAVISTA","BUENAVISTA","AUTOMOVIL",NA,NA,NA,"FORD AIKON",NA,NA,NA,NA,"MJK9113",NA,NA,NA,"OCCISO","OCCISO POR TCE","35",NA,1,0,"PEATON","CCO","24","EN EL LUGAR DE LOS HECHOS",0,NA,NA,"(A) La unidad de atención a emergencias fue despachada, llegó al lugar de los hechos y confirmó la emergencia reportada","cadáver-atropellado","EMERGENCIA","LLAMADA DEL 911"
85,21604,9570,"C5/180824/05396","24/08/2018","13:08:00","RAFAEL SIERRA","PARAJE SAN JUAN","IZTAPALAPA",19.3424518026409,-99.0745168854066,"HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (ATROPELLADO)","DELITO DE BAJO IMPACTO","INVESTIGACIÓN EN IZTAPALAPA","IZP-8","UI-3CD","SD","CHOQUE","CRUZ",3,"SD","TEZONCO","SD","AUTOMOVIL","AUTOMOVIL",NA,NA,"XTRAIL","FOCUS",NA,NA,NA,"MUU5913","ZX300",NA,NA,"OCCISO","POLITRAUMATIZADA","92","48",1,1,"PEATON","ERUM/CCO","MX005G2","EN EL LUGAR DE LOS HECHOS",1,"SD",NA,"(A) La unidad de atención a emergencias fue despachada, llegó al lugar de los hechos y confirmó la emergencia reportada","cadáver-atropellado","EMERGENCIA","LLAMADA DEL 911"
86,21690,9752,"C5/180828/06131","28/08/2018","14:51:00","RIO SAN JOAQUIN","10 DE ABRIL","MIGUEL HIDALGO",19.449972245254,-99.2102000279994,"HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (ATROPELLADO)","DELITO DE BAJO IMPACTO","INVESTIGACIÓN EN MIGUEL HIDALGO","MH-2","UI-1SD","674823","ATROPELLADO","Y",5,"SD","SOTELO","SOTELO","SD",NA,NA,NA,"SD",NA,NA,NA,NA,"SD",NA,NA,NA,"OCCISO","DECESO","25",NA,1,0,"PEATON","PM/CRUZ ROJA","51","EN EL LUGAR DE LOS HECHOS",0,NA,NA,"(A) La unidad de atención a emergencias fue despachada, llegó al lugar de los hechos y confirmó la emergencia reportada","cadáver-atropellado","EMERGENCIA","LLAMADA DEL 911"
87,21723,9855,"C5/180830/00809","30/08/2018","03:57:00","AVENIDA SAN PABLO XALPA","SAN MARTÍN XOCHINAHUAC","AZCAPOTZALCO",19.4980336992522,-99.1846991271208,"HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (ATROPELLADO)","DELITO DE BAJO IMPACTO","INVESTIGACIÓN EN AZCAPOTZALCO","AZ-1","UI-2SD","677494","ATROPELLADO","CRUZ",5,"SD","HORMIGA","HORMIGA","AUTOMOVIL",NA,NA,NA,"SD",NA,NA,NA,NA,"SD",NA,NA,NA,"OCCISO","OCCISO","30",NA,1,0,"PEATON","CRUZ ROJA/CCO","48CR","EN EL LUGAR DE LOS HECHOS",0,NA,NA,"(A) La unidad de atención a emergencias fue despachada, llegó al lugar de los hechos y confirmó la emergencia reportada","cadáver-atropellado","EMERGENCIA","RADIO"
88,21788,9980,"C5/180901/02684","01/09/2018","06:49:00","AV. HIDALGO","GUERRERO","CUAUHTEMOC",19.436924590483,-99.1439255410468,"HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (ATROPELLADO)","DELITO DE BAJO IMPACTO","INVESTIGACIÓN EN CUAUHTEMOC","CUH-2","UI-1CD","681443","ATROPELLADO","T",2,"SD","REVOLUCION ALAMEDA","REVOLUCION ALAMEDA","METROBUS",NA,NA,NA,"SD",NA,NA,NA,"SD","522",NA,NA,NA,"OCCISO","DECESO","75",NA,1,0,"PEATON","CRUZ ROJA/CCO","41","EN EL LUGAR DE LOS HECHOS",0,NA,NA,"(A) La unidad de atención a emergencias fue despachada, llegó al lugar de los hechos y confirmó la emergencia reportada","cadáver-atropellado","EMERGENCIA","LLAMADA DEL 911"
89,21791,10037,"C5/180901/03863","01/09/2018","09:34:00","LAZARO CARDENAS","ZONA ESCOLAR","GUSTAVO A MADERO",19.543407765909,-99.1453148785603,"HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (COLISION)","DELITO DE BAJO IMPACTO","INVESTIGACIÓN EN GUSTAVO A. MADERO","GAM-1","UI-2SD","681626","DERRAPADO","T",1,"SD","CUAUTEPEC","CUAUTEPEC","MOTOCICLETA",NA,NA,NA,"HONDA",NA,NA,NA,NA," 4P8KG",NA,NA,NA,"OCCISO","DECESO","24",NA,1,0,"MOTOCICLISTA","ERUM/CCO","MX063G2","EN EL LUGAR DE LOS HECHOS",0,NA,NA,"(A) La unidad de atención a emergencias fue despachada, llegó al lugar de los hechos y confirmó la emergencia reportada","cadáver-accidente automovilístico","EMERGENCIA","LLAMADA DEL 911"
90,21798,9983,"C5/180901/06236","01/09/2018","13:38:00","AVENIDA CANTERA","VILLA GUSTAVO A. MADERO","GUSTAVO A MADERO",19.4878595691855,-99.1139548869009,"HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (ATROPELLADO)","DELITO DE BAJO IMPACTO","INVESTIGACIÓN EN GUSTAVO A. MADERO","GAM-4","UI-2CD","682011","ATROPELLADO","T",1,"SD","QUIROGA","QUIROGA","MICROBUS",NA,NA,NA,"SD",NA,NA,NA,"18","634NZ011",NA,NA,NA,"OCCISO","DECESO","40",NA,1,0,"PEATON","CRUZ ROJA/CCO","26","EN EL LUGAR DE LOS HECHOS",0,NA,NA,"(A) La unidad de atención a emergencias fue despachada, llegó al lugar de los hechos y confirmó la emergencia reportada","cadáver-atropellado","EMERGENCIA","LLAMADA DEL 911"
91,21873,10220,"C5/180904/08349","04/09/2018","20:13:55","AVENIDA GUADALUPE I RAMIREZ Y AVENIDA VEINTE DE NOVIERMBRE","TIERRA NUEVA","XOCHIMILCO",19.268180469796,-99.1255076249407,"HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (COLISION)","DELITO DE BAJO IMPACTO","INVESTIGACIÓN EN XOCHIMILCO","XO-2","UI-2CD","687857","CHOQUE","CRUZ",3,"SD","LA NORIA","LA NORIA","MICROBUS","MOTOCICLETA",NA,NA,"DINA","VENTO",NA,NA,"SD","650136"," 7P3EG ",NA,NA,"OCCISO","DECESO","26",NA,1,0,"MOTOCICLISTA","CCO","2374","EN EL LUGAR DE LOS HECHOS",0,NA,NA,"(A) La unidad de atención a emergencias fue despachada, llegó al lugar de los hechos y confirmó la emergencia reportada","cadáver-atropellado","EMERGENCIA","LLAMADA DEL 911"
92,21917,10403,"C5/180907/00633","07/09/2018","02:13:38","DESIERTO DE LOS LEONES","ATLAMAYA","ALVARO OBREGON",19.3471627798614,-99.2026256238785,"HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (COLISION)","DELITO DE BAJO IMPACTO","INVESTIGACIÓN EN ÁLVARO OBREGÓN","AO-3","UI-1CD","691720","DERRAPADO","RAMAS MULTIPLES",5,"P-1.1.5","ALPES","ALPES","MOTOCICLETA",NA,NA,NA,"YAMAHA",NA,NA,NA,NA,"5C2WE",NA,NA,NA,"OCCISO","GOLPE TRAUMATICO","25",NA,1,0,"MOTOCICLISTA","ERUM/CCO","MX059G2","EN EL LUGAR DE LOS HECHOS",0,NA,NA,"(A) La unidad de atención a emergencias fue despachada, llegó al lugar de los hechos y confirmó la emergencia reportada","cadáver-accidente automovilístico","EMERGENCIA","LLAMADA DEL 911"
